w1,w2,co_count,deg_w1,deg_w2,freq_w1,freq_w2,pmi
but,i,604,5324,29146,1447,7925,-0.16133371251540032
to,your,200,17658,2914,6325,984,-0.16276360739994233
for,over,20,4638,1110,1908,337,-0.1632763068165934
but,no,96,5324,4642,1447,1539,-0.1633873444337576
the,to,1548,22598,17658,7909,6325,-0.1646966189551027
being,or,4,578,1784,162,740,-0.1647475822858176
the,with,450,22598,5138,7909,1943,-0.16564305049599184
doesn,he,34,1786,4914,599,1219,-0.166071558812973
don,if,84,5526,3926,1241,1112,-0.16663385097245786
before,were,2,454,1138,136,265,-0.16683238526584426
or,such,2,1784,290,740,66,-0.16820180853208402
don,you,474,5526,22200,1241,5812,-0.1687145214725496
being,into,2,578,896,162,334,-0.16922185396472156
over,who,6,1110,1400,337,404,-0.16943810489781022
wouldn,you,36,420,22200,81,5812,-0.16943810963061595
my,was,86,4406,5058,1558,1221,-0.16995642783684656
he,only,24,4914,1266,1219,366,-0.17026209390662697
being,when,10,578,4486,162,1833,-0.17056025722566917
that,wasn,18,10380,450,2792,82,-0.17136674957070475
that,who,56,10380,1400,2792,404,-0.1713667508687291
been,before,2,1144,454,237,136,-0.1720909420340736
some,there,18,1492,3136,542,723,-0.17305917230315998
how,your,20,1786,2914,461,984,-0.17413824278602555
after,him,8,1292,1612,622,416,-0.1745908312466971
any,to,64,944,17658,265,6325,-0.17504206959430346
more,were,6,1374,1138,392,265,-0.17560438226756445
about,while,6,2222,704,657,241,-0.17603662114340052
no,ve,20,4642,1124,1539,276,-0.17667211185920675
we,will,32,3784,2210,943,697,-0.1784035906629856
we,won,10,3784,692,943,179,-0.18039255908220742
any,over,4,944,1110,265,337,-0.18080186018709796
a,between,18,17864,264,6199,91,-0.18097490665491706
now,re,22,1518,3798,407,830,-0.18119116421805642
an,has,8,1586,1324,589,431,-0.1827963623417691
having,some,2,352,1492,85,542,-0.18321152739698982
him,once,2,1612,326,416,89,-0.18383587541166005
them,we,18,1250,3784,331,943,-0.18391877042692906
do,we,62,4306,3784,1034,943,-0.18402199235377495
out,there,32,2682,3136,718,723,-0.18414031125864389
it,themselves,2,13838,38,3385,9,-0.18446744070609264
but,it,280,5324,13838,1447,3385,-0.18521905616799045
but,won,14,5324,692,1447,179,-0.18536357277062557
me,up,58,4882,3128,1331,971,-0.18587111132780698
he,just,86,4914,4608,1219,1033,-0.1859002286675727
her,until,2,2028,260,560,88,-0.1871945663999903
any,had,6,944,1676,265,367,-0.18738674162844707
are,here,22,4250,1366,1228,354,-0.18812861688212912
not,s,440,9248,12568,2665,3320,-0.18915181374517762
from,o,2,2384,222,1026,74,-0.19091998039381378
from,over,10,2384,1110,1026,337,-0.1909199955932239
he,why,32,4914,1724,1219,400,-0.19136487021057394
had,own,2,1676,316,367,79,-0.19161506490247865
were,who,6,1138,1400,265,404,-0.19435042452088733
am,because,6,1076,1482,246,301,-0.1952488407820804
from,or,16,2384,1784,1026,740,-0.19541438655538207
as,our,2,1930,276,713,94,-0.19738371737047433
at,off,12,2856,1120,966,355,-0.19820940458024602
own,then,2,316,1688,79,436,-0.19874945837473673
for,only,22,4638,1266,1908,366,-0.19946843525969016
can,o,4,4810,222,1204,74,-0.19969014385375175
he,once,6,4914,326,1219,89,-0.19983622851495594
just,weren,2,4608,116,1033,21,-0.20084696292624848
now,you,126,1518,22200,407,5812,-0.2015693884432085
it,weren,6,13838,116,3385,21,-0.20185919517194384
but,not,184,5324,9248,1447,2665,-0.20206178249628676
again,this,10,526,5094,166,1491,-0.20338954115487268
if,was,74,3926,5058,1112,1221,-0.20489247821028614
t,until,16,16538,260,3547,88,-0.20636371840543888
for,weren,2,4638,116,1908,21,-0.20733627778757283
for,no,80,4638,4642,1908,1539,-0.2077672393587774
an,to,104,1586,17658,589,6325,-0.20837849001502035
if,or,26,3926,1784,1112,740,-0.2087479182661387
over,your,12,1110,2914,337,984,-0.20934539772767352
a,on,504,17864,7608,6199,3281,-0.20977689948726458
me,which,8,4882,442,1331,134,-0.21003335606898801
off,than,4,1120,964,355,309,-0.21073565728963004
him,i,174,1612,29146,416,7925,-0.2111033546020636
no,s,216,4642,12568,1539,3320,-0.2113861287883163
him,out,16,1612,2682,416,718,-0.21181503195556145
i,until,28,29146,260,7925,88,-0.21340485032894213
s,so,248,12568,5346,3320,1381,-0.21443910019469115
most,my,4,246,4406,73,1558,-0.2146144615132043
about,me,40,2222,4882,657,1331,-0.21544853587466412
having,is,12,352,9246,85,3024,-0.21552559672136246
after,wouldn,2,1292,420,622,81,-0.21590896372729768
my,s,204,4406,12568,1558,3320,-0.21636648314051657
are,very,18,4250,1150,1228,540,-0.2166744929089149
now,that,58,1518,10380,407,2792,-0.21719687328862086
had,that,64,1676,10380,367,2792,-0.21777312362922985
most,will,2,246,2210,73,697,-0.21778689838622975
him,then,10,1612,1688,416,436,-0.2188002708274244
by,on,28,1002,7608,419,3281,-0.2193591440523621
ain,that,26,682,10380,140,2792,-0.21942404478064553
own,why,2,316,1724,79,400,-0.21985223257121705
how,me,32,1786,4882,461,1331,-0.2201628781349915
will,you,180,2210,22200,697,5812,-0.22049328113711528
about,the,184,2222,22598,657,7909,-0.22169866801901467
not,when,152,9248,4486,2665,1833,-0.22185355475534987
because,don,30,1482,5526,301,1241,-0.22202469812172104
about,most,2,2222,246,657,73,-0.22320207359917763
and,with,246,13086,5138,4516,1943,-0.22324064688483372
me,through,6,4882,336,1331,130,-0.22351670428494794
if,they,50,3926,3482,1112,879,-0.22357025875587688
in,up,114,9966,3128,4293,971,-0.22374000162307864
out,y,2,2682,204,718,59,-0.22414562507060723
d,why,8,1270,1724,313,400,-0.2245878533945875
at,very,12,2856,1150,966,540,-0.22464266125857207
aren,no,4,236,4642,58,1539,-0.2252927896101265
under,will,2,248,2210,109,697,-0.2258841079097967
being,re,8,578,3798,162,830,-0.22721698270559787
some,to,96,1492,17658,542,6325,-0.22732357618981666
and,through,16,13086,336,4516,130,-0.22867544025540393
once,was,6,326,5058,89,1221,-0.22871910181425184
being,on,16,578,7608,162,3281,-0.22879551775881404
ain,him,4,682,1612,140,416,-0.22882097850649744
been,should,8,1144,1922,237,681,-0.22882098409607216
again,there,6,526,3136,166,723,-0.22909988741460577
not,or,60,9248,1784,2665,740,-0.22928611097889043
at,being,6,2856,578,966,162,-0.22984648531682328
having,up,4,352,3128,85,971,-0.23034067479373607
no,she,58,4642,3440,1539,866,-0.230539095774786
isn,why,4,640,1724,138,400,-0.23243102501714
each,when,4,246,4486,73,1833,-0.23260864844460602
them,will,10,1250,2210,331,697,-0.23391629714955173
they,what,68,3482,5396,879,1362,-0.23412240170405643
in,o,8,9966,222,4293,74,-0.23502518320526236
on,up,86,7608,3128,3281,971,-0.23561217899877482
can,only,22,4810,1266,1204,366,-0.23588228025291733
here,s,62,1366,12568,354,3320,-0.23627160417454576
before,me,8,454,4882,136,1331,-0.23682067144712976
because,it,74,1482,13838,301,3385,-0.23711119198243946
all,from,32,3720,2384,1006,1026,-0.237132841105828
than,very,4,964,1150,309,540,-0.23716891320285513
a,at,184,17864,2856,6199,966,-0.23763912901466236
is,yours,2,9246,60,3024,14,-0.23799843295312925
herself,is,2,60,9246,13,3024,-0.23799843295312925
as,very,8,1930,1150,713,540,-0.2382057256792536
not,yours,2,9248,60,2665,14,-0.23821471929848337
doing,them,2,444,1250,91,331,-0.23843095887416937
been,i,120,1144,29146,237,7925,-0.23972215975848987
i,myself,26,29146,248,7925,59,-0.2402599373366951
but,their,8,5324,418,1447,140,-0.2408748344053791
after,after,6,1292,1292,622,622,-0.24098866154922102
before,he,8,454,4914,136,1219,-0.24335397343490933
both,on,6,220,7608,61,3281,-0.24367844336479477
how,them,8,1786,1250,461,331,-0.24404581403041012
once,with,6,326,5138,89,1943,-0.24441185180280622
out,them,12,2682,1250,718,331,-0.24516501028414095
was,which,8,5058,442,1221,134,-0.24544953157519378
but,wouldn,8,5324,420,1447,81,-0.24564811305575593
too,which,2,1266,442,401,134,-0.24663505022372215
her,our,2,2028,276,560,94,-0.24691379584631845
off,these,2,1120,500,355,165,-0.24739962808794744
doing,we,6,444,3784,91,943,-0.24745678528350074
both,this,4,220,5094,61,1491,-0.24800659866200792
about,to,140,2222,17658,657,6325,-0.24831953460390938
does,it,102,2068,13838,769,3385,-0.2493929018251913
about,was,40,2222,5058,657,1221,-0.2508647119983419
doing,only,2,444,1266,91,366,-0.25114973019346337
because,were,6,1482,1138,301,265,-0.2512707131135133
about,only,10,2222,1266,657,366,-0.25205024493415684
about,too,10,2222,1266,657,401,-0.25205024493415684
or,own,2,1784,316,740,79,-0.25406309153659956
d,doing,2,1270,444,313,91,-0.25430430667414394
and,he,228,13086,4914,4516,1219,-0.25465092923629395
doesn,own,2,1786,316,599,79,-0.25518353973813923
her,ll,12,2028,1670,560,370,-0.25533238612381315
did,her,10,1392,2028,347,560,-0.2555718775761637
be,which,8,5112,442,1318,134,-0.25606910017679924
but,this,96,5324,5094,1447,1491,-0.2563054129671593
below,to,4,64,17658,21,6325,-0.2563876972354617
o,this,4,222,5094,74,1491,-0.2570564337976678
the,up,250,22598,3128,7909,971,-0.2571596392693454
of,very,34,8360,1150,3186,540,-0.2572251712569418
doing,m,8,444,5098,91,1179,-0.25784136937255664
again,am,2,526,1076,166,246,-0.2580145179347913
again,do,8,526,4306,166,1034,-0.258479112652826
about,or,14,2222,1784,657,740,-0.25857372006157087
about,m,40,2222,5098,657,1179,-0.2587418696711215
now,off,6,1518,1120,407,355,-0.2593282145884688
and,until,12,13086,260,4516,88,-0.259927982382438
there,too,14,3136,1266,723,401,-0.2601184208778486
have,t,366,6276,16538,1410,3547,-0.26012559249235
were,when,18,1138,4486,265,1833,-0.2602273389827804
having,him,2,352,1612,85,416,-0.26056966292450107
be,doing,8,5112,444,1318,91,-0.2605837804360327
only,s,56,1266,12568,366,3320,-0.26202986089998004
can,just,78,4810,4608,1204,1033,-0.2621475080350717
most,not,8,246,9248,73,2665,-0.2629073487420819
am,an,6,1076,1586,246,589,-0.2630714351552326
been,some,6,1144,1492,237,542,-0.2632542449370388
been,they,14,1144,3482,237,879,-0.2634457289313129
d,s,56,1270,12568,313,3320,-0.2651844376390334
off,this,20,1120,5094,355,1491,-0.2660251136166495
m,through,6,5098,336,1179,130,-0.26681003703345185
at,who,14,2856,1400,966,404,-0.26720227568126714
haven,why,2,332,1724,62,400,-0.26924498367230665
hasn,the,6,76,22598,14,7909,-0.26944531811626776
and,were,52,13086,1138,4516,265,-0.2699369004353759
am,but,20,1076,5324,246,1447,-0.2701084139906981
me,where,26,4882,1528,1331,345,-0.27178345055222974
before,was,8,454,5058,136,1221,-0.2722368469737092
a,s,782,17864,12568,6199,3320,-0.2724520027389649
all,this,66,3720,5094,1006,1491,-0.27249762988553294
ll,she,20,1670,3440,370,866,-0.27292814950871597
and,out,122,13086,2682,4516,718,-0.27445002400344
no,under,4,4642,248,1539,109,-0.27488972863824773
as,not,62,1930,9248,713,2665,-0.2751582568132507
for,here,22,4638,1366,1908,354,-0.27549287209035056
just,these,8,4608,500,1033,165,-0.2755705224310922
should,what,36,1922,5396,681,1362,-0.27587063683311697
here,only,6,1366,1266,354,366,-0.2763549347039568
here,re,18,1366,3798,354,830,-0.2763549405695216
before,d,2,454,1270,136,313,-0.276576940416093
itself,to,6,98,17658,31,6325,-0.2770069879831824
so,what,100,5346,5396,1381,1362,-0.27720169740461736
about,until,2,2222,260,657,88,-0.27855216397362176
haven,they,4,332,3482,62,879,-0.27905748471081576
our,s,12,276,12568,94,3320,-0.2792581613208703
before,this,8,454,5094,136,1491,-0.279329075136093
when,you,344,4486,22200,1833,5812,-0.2807773953070414
but,they,64,5324,3482,1447,879,-0.28131398554130355
again,my,8,526,4406,166,1558,-0.2814369616118197
for,these,8,4638,500,1908,165,-0.2820598377366473
his,then,8,1374,1688,470,436,-0.2821943694344026
no,these,8,4642,500,1539,165,-0.282921906737791
as,be,34,1930,5112,713,1318,-0.28311552165012843
as,the,150,1930,22598,713,7909,-0.28511144310579656
between,my,4,264,4406,91,1558,-0.2852320257202755
now,very,6,1518,1150,407,540,-0.2857614709231902
ll,there,18,1670,3136,370,723,-0.28576529586135924
how,once,2,1786,326,461,89,-0.2863387049199221
herself,i,6,60,29146,13,7925,-0.28751281487814945
a,over,68,17864,1110,6199,337,-0.28800515174119606
of,this,146,8360,5094,3186,1491,-0.2882805094302738
from,my,36,2384,4406,1026,1558,-0.28859338546449426
it,too,60,13838,1266,3385,401,-0.28930151952089056
and,they,156,13086,3482,4516,879,-0.2896591180513359
all,that,132,3720,10380,1006,2792,-0.291167950877805
are,my,64,4250,4406,1228,1558,-0.2913684749531226
an,have,34,1586,6276,589,1410,-0.2919527596989165
i,then,168,29146,1688,7925,436,-0.29226342641198094
from,most,2,2384,246,1026,73,-0.2935741256425091
because,its,2,1482,396,301,133,-0.29426957857875524
a,and,796,17864,13086,6199,4516,-0.2950966129306096
did,then,8,1392,1688,347,436,-0.29520973727997035
all,yourself,2,3720,158,1006,45,-0.29578154163934733
ain,why,4,682,1724,140,400,-0.2959925038389503
but,haven,6,5324,332,1447,62,-0.29821043970305094
been,for,18,1144,4638,237,1908,-0.29880769861721335
again,when,8,526,4486,166,1833,-0.2994311489618712
had,having,2,1676,352,367,85,-0.2995040176831438
ma,my,2,134,4406,34,1558,-0.3002698882941883
just,should,30,4608,1922,1033,681,-0.30032817824869235
down,with,20,1150,5138,373,1943,-0.30105889252679374
from,myself,2,2384,248,1026,59,-0.30167133521782746
only,with,22,1266,5138,366,1943,-0.3018490943218348
no,or,28,4642,1784,1539,740,-0.30216415765836496
a,should,116,17864,1922,6199,681,-0.3029289613467905
its,when,6,396,4486,133,1833,-0.30322621747089346
and,she,152,13086,3440,4516,866,-0.3034992344698329
an,when,24,1586,4486,589,1833,-0.3044880544312237
she,why,20,3440,1724,866,400,-0.3047516950609328
and,the,996,13086,22598,4516,7909,-0.30602243345191016
being,with,10,578,5138,162,1943,-0.30626271747600164
does,why,12,2068,1724,769,400,-0.30668780214737523
in,some,50,9966,1492,4293,542,-0.30763912291445233
from,them,10,2384,1250,1026,331,-0.3097035295600959
couldn,you,14,188,22200,41,5812,-0.31008696680692305
at,their,4,2856,418,966,140,-0.3112191501417425
had,so,30,1676,5346,367,1381,-0.31192656402138413
me,my,72,4882,4406,1331,1558,-0.3122214283802959
having,this,6,352,5094,85,1491,-0.3125451220241753
we,yourself,2,3784,158,943,45,-0.31283952316843766
been,there,12,1144,3136,237,723,-0.31293766862192657
but,was,90,5324,5058,1447,1221,-0.31375170565595545
again,were,2,526,1138,166,265,-0.31403638729805594
so,there,56,5346,3136,1381,723,-0.3143103562765387
but,wasn,8,5324,450,1447,82,-0.31464098311759586
this,was,86,5094,5058,1491,1221,-0.31505255572427043
at,my,42,2856,4406,966,1558,-0.31508500102698406
because,i,144,1482,29146,301,7925,-0.3162622368575225
off,other,4,1120,1072,355,303,-0.31692569984955965
after,be,22,1292,5112,622,1318,-0.31710499423654487
into,out,8,896,2682,334,718,-0.31767169759440644
as,in,64,1930,9966,713,4293,-0.3181815463451175
other,when,16,1072,4486,303,1833,-0.31826410064182475
here,is,42,1366,9246,354,3024,-0.3187734948701414
him,off,6,1612,1120,416,355,-0.3194101780600085
just,m,78,4608,5098,1033,1179,-0.3202987297494932
an,re,20,1586,3798,589,830,-0.3203227869123447
a,was,300,17864,5058,6199,1221,-0.3203415157894496
they,won,8,3482,692,879,179,-0.3203612966702288
and,will,96,13086,2210,4516,697,-0.3205526077445621
doesn,it,82,1786,13838,599,3385,-0.321042993394278
do,to,252,4306,17658,1034,6325,-0.3221345775309822
is,over,34,9246,1110,3024,337,-0.3225558423610142
here,will,10,1366,2210,354,697,-0.32265950551456596
him,ve,6,1612,1124,416,276,-0.3229752441302857
before,but,8,454,5324,136,1447,-0.3234905982187937
is,no,142,9246,4642,3024,1539,-0.3238746032508331
more,of,38,1374,8360,392,3186,-0.32396378743803667
all,were,14,3720,1138,1006,265,-0.3243039979083969
again,very,2,526,1150,166,540,-0.3245259931358111
ain,but,12,682,5324,140,1447,-0.32495795241115305
her,of,56,2028,8360,560,3186,-0.32552214886540876
he,is,150,4914,9246,1219,3024,-0.32600933302305
but,were,20,5324,1138,1447,265,-0.3261302875006475
has,his,6,1324,1374,431,470,-0.32698949978363495
from,where,12,2384,1528,1026,345,-0.3281981129218088
more,will,10,1374,2210,392,697,-0.32849893807393443
a,himself,4,17864,68,6199,20,-0.32861089216326855
as,my,28,1930,4406,713,1558,-0.32864806679438857
me,off,18,4882,1120,1331,355,-0.32887722383717843
in,those,16,9966,488,4293,161,-0.329516028514207
between,just,4,264,4608,91,1033,-0.3300586989322819
off,on,28,1120,7608,355,3281,-0.33068982603607006
and,once,14,13086,326,4516,89,-0.33199305266483387
as,own,2,1930,316,713,79,-0.3327250538813977
them,those,2,1250,488,331,161,-0.33292179452963
about,should,14,2222,1922,657,681,-0.33308199558606044
re,than,12,3798,964,830,309,-0.33326930092650414
in,not,302,9966,9248,4293,2665,-0.33352492206882567
as,only,8,1930,1266,713,366,-0.33430610505276376
ain,into,2,682,896,140,334,-0.3346776290610612
after,we,16,1292,3784,622,943,-0.33474965828272174
him,were,6,1612,1138,416,265,-0.33535382803837555
no,when,68,4642,4486,1539,1833,-0.33696436571417965
they,while,8,3482,704,879,241,-0.3375536968724581
over,will,8,1110,2210,337,697,-0.3382763091903739
and,too,54,13086,1266,4516,401,-0.33878656030156523
once,the,24,326,22598,89,7909,-0.33931500406222254
m,than,16,5098,964,1179,309,-0.33996092326419314
how,she,20,1786,3440,461,866,-0.3400830049939423
it,then,76,13838,1688,3385,436,-0.3405948139934514
more,there,14,1374,3136,392,723,-0.34198229000966524
other,very,4,1072,1150,303,540,-0.3433589558791397
so,won,12,5346,692,1381,179,-0.34363796712559175
but,weren,2,5324,116,1447,21,-0.34527792803922647
should,than,6,1922,964,681,309,-0.3453081741682178
re,those,6,3798,488,830,161,-0.3456405872442383
in,under,8,9966,248,4293,109,-0.34577654523292833
just,out,40,4608,2682,1033,718,-0.34584258040084753
should,you,138,1922,22200,681,5812,-0.3465702416648822
been,we,14,1144,3784,237,943,-0.34662053781724944
off,will,8,1120,2210,355,697,-0.3472449789991564
no,on,114,4642,7608,1539,3281,-0.34851251199627054
on,once,8,7608,326,3281,89,-0.349266205751158
so,weren,2,5346,116,1381,21,-0.34940164490457687
if,yourself,2,3926,158,1112,45,-0.3496789649413486
each,to,14,246,17658,73,6325,-0.35007318906156926
to,too,72,17658,1266,6325,401,-0.35075047014676
all,by,12,3720,1002,1006,419,-0.3511803436239729
be,in,164,5112,9966,1318,4293,-0.35126891657514636
both,the,16,220,22598,61,7909,-0.35151027572745275
am,not,32,1076,9248,246,2665,-0.3522871967010201
my,to,250,4406,17658,1558,6325,-0.3530605965969301
over,when,16,1110,4486,337,1833,-0.3530980529771794
doesn,have,36,1786,6276,599,1410,-0.3535577049200992
just,we,56,4608,3784,1033,943,-0.3535892105450522
her,just,30,2028,4608,560,1033,-0.3540119531474307
d,if,16,1270,3926,313,1112,-0.3544145978670595
any,not,28,944,9248,265,2665,-0.35493901444496856
before,his,2,454,1374,136,470,-0.3552862274707401
d,she,14,1270,3440,313,866,-0.3557963654249616
am,no,16,1076,4642,246,1539,-0.35617237111729166
over,then,6,1110,1688,337,436,-0.3565102592023305
of,your,78,8360,2914,3186,984,-0.35664163519898107
any,has,4,944,1324,265,431,-0.35709929500443355
not,very,34,9248,1150,2665,540,-0.3581740556129467
again,the,38,526,22598,166,7909,-0.35818650694389276
did,wasn,2,1392,450,347,82,-0.35945197998728057
my,were,16,4406,1138,1558,265,-0.36001618557302967
he,how,28,4914,1786,1219,461,-0.3602275718759978
it,so,236,13838,5346,3385,1381,-0.36030057134724397
m,most,4,5098,246,1179,73,-0.36049551310073696
any,in,30,944,9966,265,4293,-0.36071813101329314
there,who,14,3136,1400,723,404,-0.36072833262470044
no,with,76,4642,5138,1539,1943,-0.3614411932407863
few,in,8,252,9966,63,4293,-0.3617768862723865
up,will,22,3128,2210,971,697,-0.36270920969099024
t,themselves,2,16538,38,3547,9,-0.36270975808885475
doesn,having,2,1786,352,599,85,-0.3630724930873135
is,y,6,9246,204,3024,59,-0.36316158796331494
after,is,38,1292,9246,622,3024,-0.36316159730775255
be,each,4,5112,246,1318,73,-0.363237924117664
be,most,4,5112,246,1318,73,-0.363237924117664
some,was,24,1492,5058,542,1221,-0.363400144765532
above,are,2,148,4250,45,1228,-0.36359409169570117
in,which,14,9966,442,4293,134,-0.3640418964340837
they,too,14,3482,1266,879,401,-0.3647771585393159
off,then,6,1120,1688,355,436,-0.3654789289573118
all,my,52,3720,4406,1006,1558,-0.3658125246554468
after,those,2,1292,488,622,161,-0.3659696460285053
but,m,86,5324,5098,1447,1179,-0.3670912373119476
most,with,4,246,5138,73,1943,-0.3683111055377772
on,when,108,7608,4486,3281,1833,-0.3683958614528389
doing,in,14,444,9966,91,4293,-0.36855657673973025
a,to,998,17864,17658,6199,6325,-0.3685885044980226
few,the,18,252,22598,63,7909,-0.36952878152749746
aren,out,2,236,2682,58,718,-0.36985742440587205
here,m,22,1366,5098,354,1179,-0.3700579385301588
down,my,16,1150,4406,373,1558,-0.37050579214457185
by,was,16,1002,5058,419,1221,-0.37074575229744466
are,some,20,4250,1492,1228,542,-0.37166953563031546
do,which,6,4306,442,1034,134,-0.37216984934567054
between,can,4,264,4810,91,1204,-0.3729618580062349
d,these,2,1270,500,313,165,-0.3730878331699029
down,will,8,1150,2210,373,697,-0.3736782355635323
before,who,2,454,1400,136,404,-0.37403226886871277
as,it,84,1930,13838,713,3385,-0.37448696219688277
be,off,18,5112,1120,1318,355,-0.37491296854832123
or,or,10,1784,1784,740,740,-0.37549629633705345
do,should,26,4306,1922,1034,681,-0.3756444966952825
down,in,36,1150,9966,373,4293,-0.37578762973562474
did,his,6,1392,1374,347,470,-0.377073602897468
below,in,2,64,9966,21,4293,-0.3775252171628095
is,now,44,9246,1518,3024,407,-0.37776039691774194
up,y,2,3128,204,971,59,-0.37797665043738216
down,over,4,1150,1110,373,337,-0.3781929072273918
again,i,48,526,29146,166,7925,-0.37902793138203367
be,these,8,5112,500,1318,165,-0.37936731406730545
all,for,54,3720,4638,1006,1908,-0.3793881871356284
an,him,8,1586,1612,589,416,-0.379614544844487
no,than,14,4642,964,1539,309,-0.3797893167904209
once,to,18,326,17658,89,6325,-0.38032460698498766
out,to,148,2682,17658,718,6325,-0.38090477696661146
down,ll,6,1150,1670,373,370,-0.38119141588620403
now,only,6,1518,1266,407,366,-0.38186184976112314
such,will,2,290,2210,66,697,-0.3823362720944208
i,while,64,29146,704,7925,241,-0.3828230027009602
i,now,138,29146,1518,7925,407,-0.3828230032836053
t,you,1144,16538,22200,3547,5812,-0.38383220803732404
by,when,14,1002,4486,419,1833,-0.3842674320227293
has,your,12,1324,2914,431,984,-0.38564283752966216
myself,that,8,248,10380,59,2792,-0.38647812234009676
d,her,8,1270,2028,313,560,-0.386990763609429
between,me,4,264,4882,91,1331,-0.3878197453041798
can,ma,2,4810,134,1204,34,-0.38799971723162063
this,too,20,5094,1266,1491,401,-0.38855875106542515
him,on,38,1612,7608,416,3281,-0.3894551356049945
it,wouldn,18,13838,420,3385,81,-0.3899114294136974
very,was,18,1150,5058,540,1221,-0.39072665665803114
couldn,she,2,188,3440,41,866,-0.39137626712830825
he,what,82,4914,5396,1219,1362,-0.39139229217646315
out,then,14,2682,1688,718,436,-0.3914151742195529
from,re,28,2384,3798,1026,830,-0.39141517674866144
doing,your,4,444,2914,91,984,-0.391666940249925
a,once,18,17864,326,6199,89,-0.3919231829476998
is,off,32,9246,1120,3024,355,-0.39214913371672777
after,by,4,1292,1002,622,419,-0.3922603570279903
being,off,2,578,1120,162,355,-0.39236538681936184
been,this,18,1144,5094,237,1491,-0.39258783553469023
were,were,4,1138,1138,265,265,-0.3926156204000703
has,my,18,1324,4406,431,1558,-0.39361827190633886
just,too,18,4608,1266,1033,401,-0.393649813126687
this,where,24,5094,1528,1491,345,-0.394334561844844
an,he,24,1586,4914,589,1219,-0.3956148918470358
or,your,16,1784,2914,740,984,-0.3961613430811423
d,just,18,1270,4608,313,1033,-0.3968043898493954
no,we,54,4642,3784,1539,943,-0.3973082390099055
about,in,68,2222,9966,657,4293,-0.39844461270369635
her,than,6,2028,964,560,309,-0.39899194800060356
them,up,12,1250,3128,331,971,-0.3989960460747686
are,your,38,4250,2914,1228,984,-0.3992248569489148
as,her,12,1930,2028,713,560,-0.4000287607106066
into,it,38,896,13838,334,3385,-0.40038273130452273
about,my,30,2222,4406,657,1558,-0.4005428833899397
but,will,36,5324,2210,1447,697,-0.4020638034556171
have,them,24,6276,1250,1410,331,-0.40218788068020667
are,same,8,4250,616,1228,150,-0.40333444459684276
couldn,they,2,188,3482,41,879,-0.4035116361974777
but,s,204,5324,12568,1447,3320,-0.4056241351443897
i,no,412,29146,4642,7925,1539,-0.4068049682966397
a,when,244,17864,4486,6199,1833,-0.4069460529028862
are,no,60,4250,4642,1228,1539,-0.40808505520526783
being,were,2,578,1138,162,265,-0.4083090360485814
those,what,8,488,5396,161,1362,-0.40914184221992866
doing,that,14,444,10380,91,2792,-0.4092581541874094
is,so,150,9246,5346,3024,1381,-0.41026967655577545
for,up,44,4638,3128,1908,971,-0.4108527537838176
some,which,2,1492,442,542,134,-0.4108902153439985
some,will,10,1492,2210,542,697,-0.410890244810368
each,out,2,246,2682,73,718,-0.4113571522427437
but,him,26,5324,1612,1447,416,-0.4119693316162776
other,same,2,1072,616,303,150,-0.4122358575693907
of,own,8,8360,316,3186,79,-0.41236913864630553
my,wasn,6,4406,450,1558,82,-0.4130653984639493
a,o,12,17864,222,6199,74,-0.4131682893334587
her,once,2,2028,326,560,89,-0.4134102983979423
a,be,276,17864,5112,6199,1318,-0.4143426934870011
and,there,124,13086,3136,4516,723,-0.4145748205920682
t,they,174,16538,3482,3547,879,-0.41457763286478583
down,just,16,1150,4608,373,1033,-0.4153324667444643
should,why,10,1922,1724,681,400,-0.4157937102178301
about,is,62,2222,9246,657,3024,-0.4158296583984761
myself,so,4,248,5346,59,1381,-0.41609303303490836
as,more,8,1930,1374,713,392,-0.41616997359323044
about,some,10,2222,1492,657,542,-0.4163054204198554
here,your,12,1366,2914,354,984,-0.4168721407825112
again,we,6,526,3784,166,943,-0.41693343115370174
above,when,2,148,4486,45,1833,-0.4176365408595145
because,there,14,1482,3136,301,723,-0.41764862227497707
in,only,38,9966,1266,4293,366,-0.417820789749663
below,that,2,64,10380,21,2792,-0.41822679205231433
any,while,2,944,704,265,241,-0.41861207424858904
being,down,2,578,1150,162,373,-0.41879864196130145
but,ve,18,5324,1124,1447,276,-0.4191122178094789
did,i,122,1392,29146,347,7925,-0.41940352653636065
myself,out,2,248,2682,59,718,-0.41945436189109536
as,does,12,1930,2068,713,769,-0.41956063139163546
off,so,18,1120,5346,355,1381,-0.4196708688243838
and,me,192,13086,4882,4516,1331,-0.4199678838598107
between,to,14,264,17658,91,6325,-0.42069075552524954
all,and,146,3720,13086,1006,4516,-0.4220253303684861
in,were,34,9966,1138,4293,265,-0.4224564365912912
in,is,276,9966,9246,4293,3024,-0.42333478729447166
won,you,46,692,22200,179,5812,-0.42364689524306787
should,up,18,1922,3128,681,971,-0.4237536989992907
re,while,8,3798,704,830,241,-0.424421466294154
an,too,6,1586,1266,589,401,-0.42568329293392254
ain,if,8,682,3926,140,1112,-0.4258192514187779
has,now,6,1324,1518,431,407,-0.42665698246436806
other,them,4,1072,1250,303,331,-0.4267405617163121
haven,you,22,332,22200,62,5812,-0.42679484986162197
is,such,8,9246,290,3024,66,-0.4272404462422464
again,m,8,526,5098,166,1179,-0.4273180163859437
