w1,w2,co_count,deg_w1,deg_w2,freq_w1,freq_w2,pmi
its,out,44,5436,8762,1858,2097,-0.3202241270097136
too,you,38,3218,12790,834,3286,-0.32078357890076853
being,out,22,2720,8762,712,2097,-0.32095968667544034
down,himself,8,3534,2454,895,603,-0.321654231628127
as,itself,28,25234,1206,7253,304,-0.32424295200432296
below,most,2,482,4510,145,1159,-0.3242847793371154
now,there,62,5394,12496,1314,2728,-0.3245075093987
their,up,54,8146,7212,2669,1890,-0.32523534410389976
before,off,8,3676,2370,1016,639,-0.32621967075799335
our,which,44,3892,12312,1252,3561,-0.32625400211149314
was,which,420,37186,12312,9815,3561,-0.3271981112364023
itself,should,4,1206,3618,304,888,-0.3278821493758605
have,yourself,4,14646,298,3942,67,-0.3281571322209912
does,or,22,1968,12198,485,4206,-0.328193419293371
in,ourselves,18,65080,302,21337,66,-0.3288633307527807
own,with,74,3648,22150,772,7289,-0.3288975526639658
few,until,4,2534,1724,601,461,-0.32909791806622807
below,did,2,482,4532,145,1044,-0.3291509676090925
i,not,344,18948,19830,5164,4610,-0.32919874972052576
its,should,18,5436,3618,1858,888,-0.32953919324998054
me,once,10,4874,2242,1181,499,-0.32964424493123573
and,more,646,82488,8558,28853,2215,-0.32966592222754715
and,yours,8,82488,106,28853,25,-0.329841154206818
all,its,60,12068,5436,3001,1858,-0.33020233182167985
into,your,14,5452,2808,1791,923,-0.3303437347321564
so,were,84,8016,11462,1985,3284,-0.3306060391365129
further,on,16,822,21292,218,6741,-0.3306738754566803
having,of,102,1040,107304,279,36412,-0.3308599054399467
being,here,8,2720,3218,712,750,-0.33089643966484195
has,such,34,8174,4552,2437,1303,-0.3311106309761747
an,on,204,10488,21292,3740,6741,-0.3313892469825672
from,our,46,12970,3892,4370,1252,-0.33386684145511397
such,those,14,4552,3376,1303,850,-0.33414700813890336
about,their,48,6470,8146,1815,2669,-0.3344481823184823
only,ourselves,2,7276,302,1748,66,-0.3350517867600208
during,only,12,1812,7276,585,1748,-0.3350518799851585
out,you,102,8762,12790,2097,3286,-0.33506106964613236
down,myself,2,3534,622,895,129,-0.335413975264177
after,during,6,3640,1812,1069,585,-0.3356014628413673
after,its,18,3640,5436,1069,1858,-0.3356014877357292
as,did,104,25234,4532,7253,1044,-0.33591081351547525
do,it,210,6412,36016,1363,8760,-0.33597306726784826
all,that,420,12068,38276,3001,10594,-0.33607175754386703
and,don,6,82488,80,28853,23,-0.3361107574316398
an,between,22,10488,2308,3740,730,-0.33651671168304514
about,any,28,6470,4762,1815,1344,-0.3365854185223122
be,too,68,23252,3218,6377,834,-0.3365895700717161
but,her,152,16396,10208,4381,3036,-0.3372746870595902
is,ours,4,36712,120,10109,27,-0.33749180363650066
does,which,22,1968,12312,485,3561,-0.33749581171746373
herself,what,4,554,7954,125,1908,-0.33773601726047203
any,there,54,4762,12496,1344,2728,-0.338038370564872
out,then,42,8762,5290,2097,1380,-0.3395188917332685
so,was,270,8016,37186,1985,9815,-0.33989601100480527
the,won,52,206566,278,69971,68,-0.3401881658371814
before,up,24,3676,7212,1016,1890,-0.3404637501791603
have,ourselves,4,14646,302,3942,66,-0.3414906612161758
did,have,60,4532,14646,1044,3942,-0.3419321179308197
out,to,660,8762,83344,2097,26158,-0.34210705517061196
these,with,100,4996,22150,1573,7289,-0.34225098063018583
a,through,188,67778,3070,23195,971,-0.34241933621291604
most,while,10,4510,2456,1159,680,-0.3431921281171847
again,during,4,2446,1812,577,585,-0.3435369067849004
on,these,96,21292,4996,6741,1573,-0.34356689386725675
her,her,94,10208,10208,3036,3036,-0.34399474864293433
or,t,4,12198,364,4206,77,-0.34532225417943685
too,we,28,3218,9664,834,2652,-0.34590925152144747
each,from,36,3084,12970,877,4370,-0.3462935893252859
off,them,16,2370,7502,639,1788,-0.34641695032766856
again,into,12,2446,5452,577,1791,-0.34647596227564265
did,himself,10,4532,2454,1044,603,-0.34724365354673076
had,himself,44,19956,2454,5133,603,-0.3480056372613399
again,but,36,2446,16396,577,4381,-0.3489185751624441
all,herself,6,12068,554,3001,125,-0.3491533013734695
are,under,28,14886,2096,4394,707,-0.34919350209019406
a,was,2260,67778,37186,23195,9815,-0.34999599264466663
from,itself,14,12970,1206,4370,304,-0.3518368305098162
them,yourself,2,7502,298,1788,67,-0.3523066420861245
but,nor,10,16396,682,4381,195,-0.3526727452949896
and,up,532,82488,7212,28853,1890,-0.35270172391754734
our,until,6,3892,1724,1252,461,-0.3527569085444706
out,your,22,8762,2808,2097,923,-0.3528002917189603
how,should,10,3092,3618,834,888,-0.35310048146623246
for,whom,16,28988,618,9489,146,-0.3539724729820552
doing,she,8,858,10440,163,2860,-0.3539979121356939
have,what,104,14646,7954,3942,1908,-0.3543973861696216
me,too,14,4874,3218,1181,834,-0.3545637375421512
be,below,10,23252,482,6377,145,-0.35494094857400443
after,each,10,3640,3084,1069,877,-0.35657210092635405
only,whom,4,7276,618,1748,146,-0.3579660990343125
that,these,170,38276,4996,10594,1573,-0.3586083018785109
it,why,58,36016,1812,8760,404,-0.3588975572942991
myself,should,2,622,3618,129,888,-0.3589049818164274
against,my,8,2030,4438,627,1318,-0.35974412634441355
most,these,20,4510,4996,1159,1573,-0.3601485404818179
does,so,14,1968,8016,485,1985,-0.36034607651448025
few,so,18,2534,8016,601,1985,-0.36181293523212915
on,yours,2,21292,106,6741,25,-0.36181401072950936
before,while,8,3676,2456,1016,680,-0.36186372341349876
as,we,216,25234,9664,7253,2652,-0.3622676040496635
here,your,8,3218,2808,750,923,-0.3627370433092016
all,your,30,12068,2808,3001,923,-0.3627784979693316
had,his,378,19956,21406,5133,6996,-0.36325299044965703
themselves,there,12,1086,12496,270,2728,-0.36394922498323645
by,such,62,15406,4552,5306,1303,-0.36413543198262743
been,not,192,10954,19830,2472,4610,-0.36435133575712814
from,very,34,12970,2966,4370,796,-0.3644387905100576
both,have,34,2628,14646,730,3942,-0.36497590971858596
had,when,146,19956,8284,5133,2331,-0.36519525031852396
from,under,24,12970,2096,4370,707,-0.3655620045543786
be,here,66,23252,3218,6377,750,-0.36644253287118156
myself,own,2,622,3648,129,772,-0.36716266479844684
now,who,36,5394,7574,1314,2252,-0.3674356891699728
about,i,108,6470,18948,1815,5164,-0.36768934435281697
i,ours,2,18948,120,5164,27,-0.3692336271276227
after,he,112,3640,34986,1069,9548,-0.36937886979610746
of,yours,10,107304,106,36412,25,-0.3697107055882152
not,she,182,19830,10440,4610,2860,-0.36977991671616506
just,through,10,3706,3070,872,971,-0.3699916523055167
against,once,4,2030,2242,627,499,-0.37005577595600025
their,were,82,8146,11462,2669,3284,-0.370791055263821
further,it,26,822,36016,218,8760,-0.37079793299385433
just,over,14,3706,4304,872,1236,-0.37138668383469625
here,this,50,3218,17712,750,5145,-0.37192549436803257
from,up,82,12970,7212,4370,1890,-0.37261213356544287
am,an,10,1088,10488,237,3740,-0.37293385757891206
at,some,88,17364,5784,5372,1618,-0.3731038451761198
here,on,60,3218,21292,750,6741,-0.37369297771599896
all,here,34,12068,3218,3001,750,-0.37390291818174265
on,own,68,21292,3648,6741,772,-0.37394885888233764
are,while,32,14886,2456,4394,680,-0.374165353898688
a,at,1030,67778,17364,23195,5372,-0.37426875463126924
are,their,106,14886,8146,4394,2669,-0.3754551668726461
there,will,88,12496,8066,2728,2245,-0.37667555240889067
such,with,88,4552,22150,1303,7289,-0.3770134561734884
can,each,18,6692,3084,1772,877,-0.37771454733666027
has,your,20,8174,2808,2437,923,-0.3786446655072208
after,but,52,3640,16396,1069,4381,-0.3787234410861932
other,those,20,6800,3376,1702,850,-0.3788279831124097
during,few,4,1812,2534,585,601,-0.37888194657961477
here,these,14,3218,4996,750,1573,-0.3792863736408939
a,over,254,67778,4304,23195,1236,-0.3793942935199028
but,once,32,16396,2242,4381,499,-0.37961589687630604
for,these,126,28988,4996,9489,1573,-0.3801837147278226
are,whom,8,14886,618,4394,146,-0.3806588597746868
after,this,56,3640,17712,1069,5145,-0.3818204425672795
when,won,2,8284,278,2331,68,-0.3819905530649341
them,while,16,7502,2456,1788,680,-0.3820610042491663
them,through,20,7502,3070,1788,971,-0.38206100736860094
its,very,14,5436,2966,1858,796,-0.3821464727022932
not,or,210,19830,12198,4610,4206,-0.38230649464104693
are,only,94,14886,7276,4394,1748,-0.3826537298069013
off,our,8,2370,3892,639,1252,-0.38331762665395275
by,our,52,15406,3892,5306,1252,-0.38338256500188284
are,no,102,14886,7902,4394,2139,-0.38351033032994564
do,she,58,6412,10440,1363,2860,-0.3843188824733853
our,very,10,3892,2966,1252,796,-0.3844983701009415
about,these,28,6470,4996,1815,1573,-0.38455526178207833
but,his,304,16396,21406,4381,6996,-0.3846270371141573
and,s,6,82488,84,28853,22,-0.38490091714433666
and,t,26,82488,364,28853,77,-0.3849009493335333
be,yourself,6,23252,298,6377,67,-0.38491592642855155
against,such,8,2030,4552,627,1303,-0.38510699694117634
for,or,306,28988,12198,9489,4206,-0.3855149324888662
no,no,54,7902,7902,2139,2139,-0.38619381289330584
each,them,20,3084,7502,877,1788,-0.38661090134884324
just,these,16,3706,4996,872,1573,-0.3869480622676566
be,out,176,23252,8762,6377,2097,-0.38727742290040895
a,only,426,67778,7276,23195,1748,-0.3873256524499019
once,was,72,2242,37186,499,9815,-0.3875806286262722
be,they,272,23252,13548,6377,3620,-0.3877740977114478
now,that,178,5394,38276,1314,10594,-0.38927282106035416
it,that,1188,36016,38276,8760,10594,-0.38970593208683113
here,up,20,3218,7212,750,1890,-0.38972014781645536
about,or,68,6470,12198,1815,4206,-0.389886483621093
a,further,48,67778,822,23195,218,-0.3899678385349119
other,where,20,6800,3414,1702,937,-0.39002103045149716
once,when,16,2242,8284,499,2331,-0.39005161022109813
by,itself,16,15406,1206,5306,304,-0.3904234842611961
and,through,218,82488,3070,28853,971,-0.3907814060010809
and,the,14666,82488,206566,28853,69971,-0.3909317136127511
but,is,518,16396,36712,4381,10109,-0.39111191712557486
or,under,22,12198,2096,4206,707,-0.39120638555093973
any,have,60,4762,14646,1344,3942,-0.39143652238031695
now,until,8,5394,1724,1314,461,-0.39143890360061995
its,only,34,5436,7276,1858,1748,-0.3922103049710051
a,off,138,67778,2370,23195,639,-0.39282000679569373
as,he,758,25234,34986,7253,9548,-0.39340296713557343
as,herself,12,25234,554,7253,125,-0.393641108313417
before,my,14,3676,4438,1016,1318,-0.39391776125323125
because,so,26,3780,8016,883,1985,-0.3940130862507113
me,that,160,4874,38276,1181,10594,-0.3945102864265438
and,myself,44,82488,622,28853,129,-0.39459408237243737
to,too,230,83344,3218,26158,834,-0.3946034396772758
now,was,172,5394,37186,1314,9815,-0.39467117291351184
than,their,44,6302,8146,1790,2669,-0.39515049295436044
a,itself,70,67778,1206,23195,304,-0.3959975912403438
because,whom,2,3780,618,883,146,-0.39625595913155914
over,themselves,4,4304,1086,1236,270,-0.39669769905594426
and,below,34,82488,482,28853,145,-0.3974272112290874
a,more,496,67778,8558,23195,2215,-0.39747432940584076
just,who,24,3706,7574,872,2252,-0.3975666963944052
on,this,322,21292,17712,6741,5145,-0.39896832507097396
is,your,88,36712,2808,10109,923,-0.39918542598009155
further,had,14,822,19956,218,5133,-0.3994036981151062
but,then,74,16396,5290,4381,1380,-0.3997366319503149
but,doing,12,16396,858,4381,163,-0.3999256319138603
about,his,118,6470,21406,1815,6996,-0.4011088185502307
should,such,14,3618,4552,888,1303,-0.403376815690112
and,himself,172,82488,2454,28853,603,-0.4038237763144112
a,won,16,67778,278,23195,68,-0.4044608347848538
myself,who,4,622,7574,129,2252,-0.40455779688684707
the,to,14616,206566,83344,69971,26158,-0.40467057699529096
but,you,178,16396,12790,4381,3286,-0.4048635466123649
did,having,4,4532,1040,1044,279,-0.40503570990660337
above,by,14,1072,15406,296,5306,-0.40617183836769266
in,those,186,65080,3376,21337,850,-0.4075082640987324
to,you,902,83344,12790,26158,3286,-0.40797179638061565
if,too,24,8814,3218,2198,834,-0.40799365381338626
are,that,482,14886,38276,4394,10594,-0.4082462073991574
from,off,26,12970,2370,4370,639,-0.4083784854613822
before,here,10,3676,3218,1016,750,-0.4089462138329167
no,now,36,7902,5394,2139,1314,-0.40983025105206355
at,them,110,17364,7502,5372,1788,-0.41003446104297536
he,off,70,34986,2370,9548,639,-0.41028877092896304
she,she,92,10440,10440,2860,2860,-0.41044666512577005
then,was,166,5290,37186,1380,9815,-0.4107088824184781
but,what,110,16396,7954,4381,1908,-0.4111780613681036
as,theirs,2,25234,94,7253,21,-0.41153056181023717
does,itself,2,1968,1206,485,304,-0.41212566379697135
this,too,48,17712,3218,5145,834,-0.4127474882333843
by,each,40,15406,3084,5306,877,-0.41305111901143055
he,ma,2,34986,68,9548,19,-0.4144991739070518
until,when,12,1724,8284,461,2331,-0.41501252388339843
myself,that,20,622,38276,129,10594,-0.4152216749091893
he,her,300,34986,10208,9548,3036,-0.4152833126655692
having,were,10,1040,11462,279,3284,-0.41661888965305277
again,me,10,2446,4874,577,1181,-0.4167299528324667
before,our,12,3676,3892,1016,1252,-0.41678777684905544
had,just,62,19956,3706,5133,872,-0.4172946686338389
after,an,32,3640,10488,1069,3740,-0.4174255970709012
no,we,64,7902,9664,2139,2652,-0.41758652577173944
me,now,22,4874,5394,1181,1314,-0.41910579447379015
can,them,42,6692,7502,1772,1788,-0.41935889023314216
because,this,56,3780,17712,883,5145,-0.41956077019532595
should,then,16,3618,5290,888,1380,-0.4200969738968418
and,my,306,82488,4438,28853,1318,-0.42021763003403695
been,they,124,10954,13548,2472,3620,-0.420608133677456
her,now,46,10208,5394,3036,1314,-0.42076362910467674
had,ours,2,19956,120,5133,27,-0.42106507834474766
into,which,56,5452,12312,1791,3561,-0.42215129494454656
most,that,144,4510,38276,1159,10594,-0.42225300011738576
no,with,146,7902,22150,2139,7289,-0.42229284505939974
did,just,14,4532,3706,1044,872,-0.4230052021929946
an,have,128,10488,14646,3740,3942,-0.42331482120320274
between,having,2,2308,1040,730,279,-0.4234008257434808
all,because,38,12068,3780,3001,883,-0.4236412442013965
he,just,108,34986,3706,9548,872,-0.4237159598352494
our,that,124,3892,38276,1252,10594,-0.4244107445853809
will,yourself,2,8066,298,2245,67,-0.424794667560398
the,while,422,206566,2456,69971,680,-0.42509474967218175
at,herself,8,17364,554,5372,125,-0.4253130096319902
our,whom,2,3892,618,1252,146,-0.42545510621562543
he,which,358,34986,12312,9548,3561,-0.4259354709840922
a,between,130,67778,2308,23195,730,-0.4260306347489641
has,what,54,8174,7954,2437,1908,-0.4265953604508429
in,these,270,65080,4996,21337,1573,-0.42677899474617487
in,such,246,65080,4552,21337,1303,-0.4267985222741959
doing,your,2,858,2808,163,923,-0.42712006965853505
few,more,18,2534,8558,601,2215,-0.4272399069585854
an,before,32,10488,3676,3740,1016,-0.4272671197572582
my,themselves,4,4438,1086,1318,270,-0.42735669671723636
both,of,234,2628,107304,730,36412,-0.4275139918376614
or,with,224,12198,22150,4206,7289,-0.42840952742937366
any,few,10,4762,2534,1344,601,-0.4288277897051328
and,our,266,82488,3892,28853,1252,-0.429025762868551
further,if,6,822,8814,218,2198,-0.4295130476722621
over,your,10,4304,2808,1236,923,-0.43037826868526663
of,them,666,107304,7502,36412,1788,-0.430491988447846
be,no,152,23252,7902,6377,2139,-0.4305725993146617
from,some,62,12970,5784,4370,1618,-0.43154617383852567
until,your,4,1724,2808,461,923,-0.43177130853569534
here,they,36,3218,13548,750,3620,-0.43242611754729987
me,what,32,4874,7954,1181,1908,-0.4328000707025418
her,in,548,10208,65080,3036,21337,-0.4334598016423596
other,these,28,6800,4996,1702,1573,-0.4343017645240835
has,so,54,8174,8016,2437,1985,-0.4343599579343795
about,those,18,6470,3376,1815,850,-0.43444199210715545
herself,out,4,554,8762,125,2097,-0.43448524694170815
being,there,28,2720,12496,712,2728,-0.43478203347519845
it,now,160,36016,5394,8760,1314,-0.4350227720569881
above,did,4,1072,4532,296,1044,-0.4353410554903834
now,up,32,5394,7212,1314,1890,-0.43624369871787116
her,if,74,10208,8814,3036,2198,-0.4363940762039445
ma,of,6,68,107304,19,36412,-0.4366049183697706
by,d,2,15406,158,5306,50,-0.43739555834411936
him,who,66,10606,7574,2619,2252,-0.4374325420907825
once,themselves,2,2242,1086,499,270,-0.4376683064610327
ourselves,will,2,302,8066,66,2245,-0.4381281950266014
by,other,86,15406,6800,5306,1702,-0.43827843675813594
i,it,560,18948,36016,5164,8760,-0.43867096513987164
at,your,40,17364,2808,5372,923,-0.4389382026482952
further,very,2,822,2966,218,796,-0.4389981197520084
no,that,248,7902,38276,2139,10594,-0.4394562927558641
had,we,158,19956,9664,5133,2652,-0.4402885365343437
by,own,46,15406,3648,5306,772,-0.44124079370021285
from,this,188,12970,17712,4370,5145,-0.4413854901144754
their,them,50,8146,7502,2669,1788,-0.4416197299879953
from,to,884,12970,83344,4370,26158,-0.4421046365174156
if,these,36,8814,4996,2198,1573,-0.4424060925640336
because,did,14,3780,4532,883,1044,-0.4427760832414403
and,over,290,82488,4304,28853,1236,-0.4432628072658084
my,when,30,4438,8284,1318,2331,-0.44427845712621555
itself,to,82,1206,83344,304,26158,-0.4445125487457774
because,our,12,3780,3892,883,1252,-0.444686580799402
are,why,22,14886,1812,4394,404,-0.44475599551683137
he,out,250,34986,8762,9548,2097,-0.44485733201026917
an,was,318,10488,37186,3740,9815,-0.4450587892928862
after,out,26,3640,8762,1069,2097,-0.44525740229886224
any,how,12,4762,3092,1344,834,-0.44552528559879856
off,when,16,2370,8284,639,2331,-0.4455732389221845
had,them,122,19956,7502,5133,1788,-0.44562453475048985
for,here,76,28988,3218,9489,750,-0.4458547359526782
some,were,54,5784,11462,1618,3284,-0.4460947293258295
once,out,16,2242,8762,499,2097,-0.44614985426534803
its,or,54,5436,12198,1858,4206,-0.4462775285012793
from,where,36,12970,3414,4370,937,-0.4479507565039567
before,can,20,3676,6692,1016,1772,-0.44795178001781577
these,which,50,4996,12312,1573,3561,-0.4481350578363558
it,over,126,36016,4304,8760,1236,-0.44817227796101033
is,who,226,36712,7574,10109,2252,-0.448236086185195
do,these,26,6412,4996,1363,1573,-0.44965835818410765
being,during,4,2720,1812,712,585,-0.4497147357905169
having,off,2,1040,2370,279,639,-0.4499094255134911
few,our,8,2534,3892,601,1252,-0.45022674907241883
a,t,20,67778,364,23195,77,-0.45085003949602886
nor,should,2,682,3618,195,888,-0.450994522775849
some,where,16,5784,3414,1618,937,-0.45133744928971153
have,now,64,14646,5394,3942,1314,-0.4515174776766789
a,than,346,67778,6302,23195,1790,-0.45161200610777247
off,were,22,2370,11462,639,3284,-0.4518307850734899
as,it,736,25234,36016,7253,8760,-0.4518715366943738
all,while,24,12068,2456,3001,680,-0.4519835694679934
should,where,10,3618,3414,888,937,-0.4521669699061429
himself,with,44,2454,22150,603,7289,-0.45231328250449404
all,our,38,12068,3892,3001,1252,-0.45284039850404445
or,own,36,12198,3648,4206,772,-0.45287820982114535
is,so,238,36712,8016,10109,1985,-0.45321862670176616
any,on,82,4762,21292,1344,6741,-0.4532259927598217
in,yourselves,2,65080,38,21337,8,-0.45324691947336204
being,only,16,2720,7276,712,1748,-0.45357048095501606
between,here,6,2308,3218,730,750,-0.4543279603051368
against,or,20,2030,12198,627,4206,-0.4545215891633541
an,through,26,10488,3070,3740,971,-0.4547588391358889
does,if,14,1968,8814,485,2198,-0.4552478950471936
haven,the,8,48,206566,11,69971,-0.4555702083683959
now,too,14,5394,3218,1314,834,-0.4559360032605744
down,your,8,3534,2808,895,923,-0.4564073625249241
a,have,800,67778,14646,23195,3942,-0.45673927126658237
he,should,102,34986,3618,9548,888,-0.4568426324729515
after,them,22,3640,7502,1069,1788,-0.4570569469867387
had,myself,10,19956,622,5133,129,-0.4570756220717844
does,who,12,1968,7574,485,2252,-0.45777853440778105
i,up,110,18948,7212,5164,1890,-0.45791040212686657
an,off,20,10488,2370,3740,639,-0.45833549374888666
her,when,68,10208,8284,3036,2331,-0.4589360408476628
each,will,20,3084,8066,877,2245,-0.45909894427374515
and,were,760,82488,11462,28853,3284,-0.4593176908255123
and,themselves,72,82488,1086,28853,270,-0.45943400683220165
it,myself,18,36016,622,8760,129,-0.45972240407619797
her,were,94,10208,11462,3036,3284,-0.4598602375216017
for,no,184,28988,7902,9489,2139,-0.4600081641939283
from,own,38,12970,3648,4370,772,-0.46017798332777626
some,until,8,5784,1724,1618,461,-0.4612471592613298
no,who,48,7902,7574,2139,2252,-0.46158228464926015
be,doing,16,23252,858,6377,163,-0.4615973100866714
each,to,206,3084,83344,877,26158,-0.46227398664375474
down,it,102,3534,36016,895,8760,-0.46236692206677515
been,which,108,10954,12312,2472,3561,-0.46309393321818704
before,its,16,3676,5436,1016,1858,-0.46322604047369903
herself,most,2,554,4510,125,1159,-0.4635053151091879
against,which,20,2030,12312,627,3561,-0.46382398159472255
ourselves,when,2,302,8284,66,2331,-0.4647964354365788
from,my,46,12970,4438,4370,1318,-0.4651475001365048
is,nor,20,36712,682,10109,195,-0.46559184791465874
m,of,6,70,107304,16,36412,-0.4655924528246462
that,there,382,38276,12496,10594,2728,-0.4657571317832897
before,this,52,3676,17712,1016,5145,-0.46576993639246606
have,she,122,14646,10440,3942,2860,-0.4667368760991901
at,while,34,17364,2456,5372,680,-0.4675186546157163
him,on,180,10606,21292,2619,6741,-0.46774052164569235
a,to,4502,67778,83344,23195,26158,-0.46788333812674493
itself,there,12,1206,12496,304,2728,-0.46875709724803255
those,to,224,3376,83344,850,26158,-0.46896822470965344
or,whom,6,12198,618,4206,146,-0.46919174421203425
after,his,62,3640,21406,1069,6996,-0.46946662855819565
that,too,98,38276,3218,10594,834,-0.4695617149531718
did,my,16,4532,4438,1044,1318,-0.46972450716732395
again,each,6,2446,3084,577,877,-0.46986805477288857
a,who,408,67778,7574,23195,2252,-0.4706378930081748
about,more,44,6470,8558,1815,2215,-0.4707990660239514
about,our,20,6470,3892,1815,1252,-0.47131306465664413
by,now,66,15406,5394,5306,1314,-0.47133560228826016
being,just,8,2720,3706,712,872,-0.4720895096665219
off,on,40,2370,21292,639,6741,-0.4732879890772173
now,your,12,5394,2808,1314,923,-0.47379911652069695
my,where,12,4438,3414,1318,937,-0.47412785450884243
just,them,22,3706,7502,872,1788,-0.47502639279846914
ma,was,2,68,37186,19,9815,-0.47548352343806627
himself,how,6,2454,3092,603,834,-0.47572403834266824
just,where,10,3706,3414,872,937,-0.47619870960890337
once,they,24,2242,13548,499,3620,-0.4764994969871279
each,which,30,3084,12312,877,3561,-0.47655054078664527
after,that,110,3640,38276,1069,10594,-0.47727246120328953
of,other,576,107304,6800,36412,1702,-0.4774269587095381
just,not,58,3706,19830,872,4610,-0.47765213484431124
having,me,4,1040,4874,279,1181,-0.4777873127492297
has,where,22,8174,3414,2437,937,-0.4787466227074509
a,just,198,67778,3706,23195,872,-0.4788698343141358
any,you,48,4762,12790,1344,3286,-0.4790764266569213
have,their,94,14646,8146,3942,2669,-0.47934556455286176
other,the,1106,6800,206566,1702,69971,-0.47998348389710144
above,off,2,1072,2370,296,639,-0.48021476752901476
off,too,6,2370,3218,639,834,-0.4808365646309273
of,such,384,107304,4552,36412,1303,-0.48153615119548976
doing,very,2,858,2966,163,796,-0.4818618135548733
here,was,94,3218,37186,750,9815,-0.48234368960032836
such,which,44,4552,12312,1303,3561,-0.4828975327429887
no,will,50,7902,8066,2139,2245,-0.4836966571260313
him,then,44,10606,5290,2619,1380,-0.48399456395544443
himself,only,14,2454,7276,603,1748,-0.48418933592622254
having,himself,2,1040,2454,279,603,-0.4847388080780836
any,not,74,4762,19830,1344,4610,-0.48474467345408845
does,our,6,1968,3892,485,1252,-0.48512752352077515
was,whom,18,37186,618,9815,146,-0.4852398302935977
has,there,80,8174,12496,2437,2728,-0.4852864199301136
having,while,2,1040,2456,279,680,-0.48555347187719455
how,not,48,3092,19830,834,4610,-0.4857591361908394
his,were,192,21406,11462,6996,3284,-0.4861591792295504
these,through,12,4996,3070,1573,971,-0.48635455899326574
him,what,66,10606,7954,2619,1908,-0.48638615902936394
against,because,6,2030,3780,627,883,-0.48694636310561984
nor,them,4,682,7502,195,1788,-0.487095673785065
if,this,122,8814,17712,2198,5145,-0.4875087753088589
but,very,38,16396,2966,4381,796,-0.4876115587919374
about,was,188,6470,37186,1815,9815,-0.48761257056906954
being,of,228,2720,107304,712,36412,-0.4878982577640041
an,who,62,10488,7574,3740,2252,-0.4887647661368646
again,under,4,2446,2096,577,707,-0.48913644674172313
by,these,60,15406,4996,5306,1573,-0.4899961490397195
only,then,30,7276,5290,1748,1380,-0.4901481948553889
are,until,20,14886,1724,4394,461,-0.49028213753843186
an,there,102,10488,12496,3740,2728,-0.49161360342376204
is,m,2,36712,70,10109,16,-0.491642387130949
which,with,212,12312,22150,3561,7289,-0.4927716970549597
or,so,76,12198,8016,4206,1985,-0.49292428404780636
after,him,30,3640,10606,1069,2619,-0.49315224864476165
off,themselves,2,2370,1086,639,270,-0.49318992325834393
under,while,4,2096,2456,707,680,-0.4932164192711366
other,there,66,6800,12496,1702,2728,-0.49362253875553064
herself,was,16,554,37186,125,9815,-0.49369909288674296
of,your,234,107304,2808,36412,923,-0.49376337723846714
myself,when,4,622,8284,129,2331,-0.4941623997043829
on,them,124,21292,7502,6741,1788,-0.4941655790354726
them,up,42,7502,7212,1788,1890,-0.4941924115626192
by,his,256,15406,21406,5306,6996,-0.4941969349578658
its,will,34,5436,8066,1858,2245,-0.49528673923693206
do,here,16,6412,3218,1363,750,-0.49528862203360746
to,what,514,83344,7954,26158,1908,-0.4953743818774007
that,very,88,38276,2966,10594,796,-0.49564657380583416
an,until,14,10488,1724,3740,461,-0.4967676472521692
and,most,288,82488,4510,28853,1159,-0.49693558066720755
for,more,192,28988,8558,9489,2215,-0.4971991757518435
that,those,100,38276,3376,10594,850,-0.49729053572488513
any,themselves,4,4762,1086,1344,270,-0.497820611552733
had,not,306,19956,19830,5133,4610,-0.4980867697121005
and,him,676,82488,10606,28853,2619,-0.49882571057254665
too,too,8,3218,3218,834,834,-0.49902459700756524
above,we,8,1072,9664,296,2652,-0.49943820368358893
myself,there,6,622,12496,129,2728,-0.49977996624845406
those,through,8,3376,3070,850,971,-0.4998736381493829
does,no,12,1968,7902,485,2139,-0.5001730951974765
from,these,50,12970,4996,4370,1573,-0.5001996591187388
this,we,132,17712,9664,5145,2652,-0.5007941723684468
any,has,30,4762,8174,1344,2437,-0.501374821356926
about,your,14,6470,2808,1815,923,-0.5015373230631106
further,i,12,822,18948,218,5164,-0.5017229056522612
and,are,946,82488,14886,28853,4394,-0.5017775129152453
or,should,34,12198,3618,4206,888,-0.5017789372530751
any,into,20,4762,5452,1344,1791,-0.501864052981048
no,should,22,7902,3618,2139,888,-0.5029408916263791
and,into,346,82488,5452,28853,1791,-0.503142646235708
for,once,50,28988,2242,9489,499,-0.503173344395757
below,now,2,482,5394,145,1314,-0.5032748039777563
him,now,44,10606,5394,2619,1314,-0.5034635425905323
but,own,46,16396,3648,4381,772,-0.5035211517479862
all,until,16,12068,1724,3001,461,-0.5035618320078125
further,with,14,822,22150,218,7289,-0.5037113408780985
only,that,214,7276,38276,1748,10594,-0.504374392237889
his,out,144,21406,8762,6996,2097,-0.5052282243547882
nor,were,6,682,11462,195,3284,-0.5054981539318745
some,up,32,5784,7212,1618,1890,-0.5060519577862966
how,this,42,3092,17712,834,5145,-0.5063369611155152
how,those,8,3092,3376,834,850,-0.5070142068514589
all,who,70,12068,7574,3001,2252,-0.5077294843987108
an,once,18,10488,2242,3740,499,-0.5081743759621875
as,does,38,25234,1968,7253,485,-0.5085700023063123
down,my,12,3534,4438,895,1318,-0.5086736026499558
then,very,12,5290,2966,1380,796,-0.5090718938123163
about,after,18,6470,3640,1815,1069,-0.5097340949713439
