w1,w2,co_count,deg_w1,deg_w2,freq_w1,freq_w2,pmi
but,just,118,56250,6342,13944,1332,-0.37510509381333607
by,same,60,29648,6120,8512,1268,-0.3754016995928819
it,very,510,99208,15552,22303,4009,-0.3757866835094877
he,his,2306,100006,69774,25857,21402,-0.3760114372011576
did,it,466,14214,99208,3121,22303,-0.3760499216675378
herself,through,8,4360,5556,971,1589,-0.3766983656449869
both,with,90,4442,61360,1072,17599,-0.37684271153843035
won,your,8,1412,17160,264,5121,-0.37693611648045433
don,now,26,4070,19350,855,4677,-0.3770283623950093
before,our,40,13954,8686,3449,2714,-0.3773887757738193
just,you,144,6342,68806,1332,16398,-0.3774613290285845
how,to,574,10288,169078,2716,48057,-0.37749842353152985
and,ours,34,326110,316,95442,65,-0.3776506451195801
am,but,270,14552,56250,2987,13944,-0.3779020274658068
but,what,444,56250,23940,13944,5792,-0.37832168389361087
all,below,10,57250,530,13725,137,-0.3787537180861527
it,will,1058,99208,32366,22303,7368,-0.37898103884288853
had,some,144,43836,9970,10317,2756,-0.3790121840328795
they,won,24,51588,1412,13104,264,-0.3790318753010054
it,itself,50,99208,1530,22303,378,-0.37925287964715493
haven,no,2,260,23356,47,5846,-0.37942226048691174
before,o,28,13954,6096,3449,2220,-0.3799839968549832
but,my,626,56250,33814,13944,10511,-0.38012009343512004
him,whom,102,53404,5810,13012,1424,-0.3812829072356484
him,who,276,53404,15726,13012,4262,-0.3815896815775085
d,having,8,8578,2838,2596,728,-0.3816482473446678
between,its,4,2882,4224,767,1291,-0.38176202461959013
than,they,196,11564,51588,2908,13104,-0.3818607554465923
having,your,16,2838,17160,728,5121,-0.3818814159258986
about,myself,12,9840,3712,2595,795,-0.38190932782570136
than,themselves,12,11564,3160,2908,778,-0.382351653538246
few,until,2,3028,2012,664,510,-0.38267358353762615
himself,in,280,7204,118502,1702,33580,-0.3835661664359464
have,me,518,42174,37448,10116,9469,-0.3835714844677632
didn,we,6,912,20076,180,5134,-0.38443970972531044
having,own,10,2838,10754,728,2221,-0.3845817043864569
he,up,632,100006,19288,25857,5023,-0.3846134364559759
but,our,160,56250,8686,13944,2714,-0.3851342623982105
d,some,28,8578,9970,2596,2756,-0.38536634274964515
is,now,446,70450,19350,16435,4677,-0.3860662108938874
because,has,18,8340,6598,1896,1653,-0.3862475008853742
now,ours,2,19350,316,4677,65,-0.3863213472257785
below,if,4,530,23076,137,5245,-0.38640982295282117
having,those,6,2838,6466,728,1668,-0.38668718435227684
these,what,82,10478,23940,2850,5792,-0.3868987723080318
me,through,68,37448,5556,9469,1589,-0.3871135204921226
by,down,110,29648,11360,8512,2819,-0.3878022175576316
d,yours,2,8578,714,2596,153,-0.38797046143417097
your,yours,4,17160,714,5121,153,-0.3882037557788514
did,those,30,14214,6466,3121,1668,-0.38837717634252
all,they,964,57250,51588,13725,13104,-0.38841494101766255
herself,most,8,4360,5622,971,1523,-0.38850741114540316
at,your,188,33570,17160,9174,5121,-0.38856144524912717
can,that,400,10524,116466,2327,28798,-0.3885827059000999
about,herself,14,9840,4360,2595,971,-0.38865989760536346
some,to,550,9970,169078,2756,48057,-0.3888119580242685
her,up,268,42622,19288,11552,5023,-0.3896562163468276
of,your,1352,241756,17160,71267,5121,-0.3899592965994267
should,so,122,12118,30894,2550,7791,-0.39002239716719533
i,so,1194,118642,30894,30265,7791,-0.39039775777093666
so,we,202,30894,20076,7791,5134,-0.3906088679431952
all,we,374,57250,20076,13725,5134,-0.3914864215983484
all,once,82,57250,4402,13725,931,-0.39155687665082756
been,he,536,16478,100006,3410,25857,-0.3919116863393852
what,will,252,23940,32366,5792,7368,-0.39201960562475685
most,of,442,5622,241756,1523,71267,-0.3920960485207426
in,other,438,118502,11368,33580,2451,-0.3923028235344206
an,herself,22,15522,4360,4897,971,-0.3924774523642799
some,through,18,9970,5556,2756,1589,-0.3928767200558906
herself,won,2,4360,1412,971,264,-0.3931211847933714
off,then,38,6116,19128,1576,5091,-0.39326484730475664
as,same,116,58358,6120,14528,1268,-0.39335785919798943
them,themselves,44,42880,3160,10245,778,-0.3935774016656009
most,with,112,5622,61360,1523,17599,-0.39373625879623153
them,until,28,42880,2012,10245,510,-0.39411974124138577
below,his,12,530,69774,137,21402,-0.3942659754893391
isn,more,2,344,17920,63,4062,-0.39444577337132647
be,by,584,60720,29648,16115,8512,-0.3945563252277241
at,its,46,33570,4224,9174,1291,-0.39456345276722565
nor,up,38,6074,19288,1801,5023,-0.3947038365312888
nor,o,12,6074,6096,1801,2220,-0.39553298524645547
above,does,2,2322,2658,551,631,-0.39564483016095214
had,what,340,43836,23940,10317,5792,-0.39584998470866734
an,to,850,15522,169078,4897,48057,-0.3961716756419535
at,was,858,33570,78924,9174,18715,-0.3963035814043072
i,o,234,118642,6096,30265,2220,-0.3972117621099859
has,most,12,6598,5622,1653,1523,-0.39733684531918967
all,and,6038,57250,326110,13725,95442,-0.3976237864052232
d,ve,4,8578,1442,2596,315,-0.3977267999800416
an,before,70,15522,13954,4897,3449,-0.39831883273363555
an,than,58,15522,11564,4897,2908,-0.39850168085170223
my,over,108,33814,9892,10511,2559,-0.3992595407026297
are,so,290,29080,30894,6854,7791,-0.3995212242026927
did,herself,20,14214,4360,3121,971,-0.39975665056694887
they,why,90,51588,5406,13104,1272,-0.39977836380450915
nor,them,84,6074,42880,1801,10245,-0.40039558296757255
me,yourselves,10,37448,828,9469,229,-0.40041552444028367
as,can,198,58358,10524,14528,2327,-0.40077728862352324
once,was,112,4402,78924,931,18715,-0.4008349763758665
her,off,84,42622,6116,11552,1576,-0.40125153952923964
i,your,656,118642,17160,30265,5121,-0.40132036606263183
on,s,298,30418,30422,8596,9896,-0.4018965871124091
by,these,100,29648,10478,8512,2850,-0.4022918042450497
hers,to,16,294,169078,63,48057,-0.4023853765944654
and,with,6438,326110,61360,95442,17599,-0.402809199443798
own,than,40,10754,11564,2221,2908,-0.4030846377822926
o,of,474,6096,241756,2220,71267,-0.40314395487376115
doing,for,34,1398,75676,265,19527,-0.4039326746989366
him,out,432,53404,25190,13012,5771,-0.4046966566330404
no,yourself,10,23356,1338,5846,291,-0.40823421608254334
himself,nor,14,7204,6074,1702,1801,-0.4083859211523424
re,where,2,882,7092,201,1853,-0.4090461425209216
if,only,82,23076,11114,5245,2506,-0.40906894206725297
me,not,878,37448,73334,9469,17373,-0.4091205647055578
himself,on,70,7204,30418,1702,8596,-0.40996522031778143
them,then,262,42880,19128,10245,5091,-0.4100037470756852
having,so,28,2838,30894,728,7791,-0.41024654047088877
and,up,2008,326110,19288,95442,5023,-0.4106129140693701
her,hers,4,42622,294,11552,63,-0.4106900107798844
o,this,64,6096,32912,2220,8915,-0.4113765635723169
have,yourself,18,42174,1338,10116,291,-0.41139758888799294
s,the,4318,30422,444994,9896,133583,-0.41146872516717087
on,which,334,30418,34432,8596,8775,-0.41166941449910016
before,over,44,13954,9892,3449,2559,-0.4120924118960764
am,an,72,14552,15522,2987,4897,-0.412110191471215
an,at,166,15522,33570,4897,9174,-0.4126928974207827
do,myself,26,21988,3712,4707,795,-0.4127606064632375
into,themselves,14,13910,3160,4098,778,-0.4129121603037683
for,you,1658,75676,68806,19527,16398,-0.4131741901293404
between,herself,4,2882,4360,767,971,-0.4134515245165569
in,were,1090,118502,28896,33580,6871,-0.4134895460211713
again,through,16,9052,5556,2122,1589,-0.41406489298453925
d,do,60,8578,21988,2596,4707,-0.4141425687147665
our,s,84,8686,30422,2714,9896,-0.4148512643458046
i,while,186,118642,4932,30265,1222,-0.41489796978952115
more,themselves,18,17920,3160,4062,778,-0.4149071446377529
an,s,150,15522,30422,4897,9896,-0.41557861110085254
can,here,26,10524,7778,2327,1782,-0.4156505402998594
and,over,1024,326110,9892,95442,2559,-0.41627879771941667
had,such,140,43836,10066,10317,2560,-0.41676588487358496
having,not,66,2838,73334,728,17373,-0.4172586811099037
same,that,226,6120,116466,1268,28798,-0.4174159856172545
any,ve,6,13128,1442,3357,315,-0.4178083117541719
has,which,72,6598,34432,1653,8775,-0.41787631505928474
ma,only,4,1136,11114,237,2506,-0.41821386310294545
about,was,246,9840,78924,2595,18715,-0.41839904293689256
between,was,72,2882,78924,767,18715,-0.41909323937501325
did,then,86,14214,19128,3121,5091,-0.41982282661034515
such,were,92,10066,28896,2560,6871,-0.41986750738231404
that,which,1268,116466,34432,28798,8775,-0.4201791204824426
this,too,62,32912,5958,8915,1485,-0.42022729724477975
being,now,42,6870,19350,1652,4677,-0.4209763970156604
but,his,1240,56250,69774,13944,21402,-0.42099033603410796
don,here,10,4070,7778,855,1782,-0.4211465773712426
but,these,186,56250,10478,13944,2850,-0.4221266910964262
can,have,140,10524,42174,2327,10116,-0.4226093594611456
by,was,738,29648,78924,8512,18715,-0.4227257146646404
himself,once,10,7204,4402,1702,931,-0.422899752362325
same,very,30,6120,15552,1268,4009,-0.42334344526309975
down,he,358,11360,100006,2819,25857,-0.4235851156619507
once,ve,2,4402,1442,931,315,-0.4237319891913339
but,once,78,56250,4402,13944,931,-0.4239456948808513
through,your,30,5556,17160,1589,5121,-0.4250516198952945
of,own,818,241756,10754,71267,2221,-0.425133900543884
having,more,16,2838,17920,728,4062,-0.42521772565391097
into,it,434,13910,99208,4098,22303,-0.42557163296159706
before,didn,4,13954,912,3449,180,-0.42614588185443025
about,an,48,9840,15522,2595,4897,-0.4263025641508293
after,the,1494,10684,444994,2723,133583,-0.42638523458689137
these,with,202,10478,61360,2850,17599,-0.426557783657739
of,ours,24,241756,316,71267,65,-0.4266515338302688
herself,was,108,4360,78924,971,18715,-0.4276156942360602
nor,the,848,6074,444994,1801,133583,-0.4279870354932897
only,we,70,11114,20076,2506,5134,-0.42802490085176903
about,here,24,9840,7778,2595,1782,-0.4284905928660599
all,your,308,57250,17160,13725,5121,-0.4286984577542377
more,some,56,17920,9970,4062,2756,-0.4289357944304047
nor,than,22,6074,11564,1801,2908,-0.4296612110210027
from,o,60,31428,6096,9076,2220,-0.4297769659645743
here,while,12,7778,4932,1782,1222,-0.43092661722039316
a,too,204,109480,5958,33960,1485,-0.43114624763784865
their,these,86,26252,10478,7806,2850,-0.4314621994634095
if,then,138,23076,19128,5245,5091,-0.4314821627027618
nor,themselves,6,6074,3160,1801,778,-0.43161931019857647
this,very,160,32912,15552,8915,4009,-0.43164226742827116
against,her,120,9008,42622,2317,11552,-0.4317813810249432
should,whom,22,12118,5810,2550,1424,-0.4320195414852088
we,which,216,20076,34432,5134,8775,-0.4320225318590247
again,here,22,9052,7778,2122,1782,-0.4320319836026754
ma,my,12,1136,33814,237,10511,-0.4322710342473014
him,off,102,53404,6116,13012,1576,-0.4326106237426186
herself,how,14,4360,10288,971,2716,-0.43318234965532837
after,ourselves,2,10684,600,2723,138,-0.43356363205331405
ll,over,10,3242,9892,678,2559,-0.43412111339817105
herself,so,42,4360,30894,971,7791,-0.4341539185335452
being,no,50,6870,23356,1652,5846,-0.43478450316178385
he,what,746,100006,23940,25857,5792,-0.43484478971754925
o,themselves,6,6096,3160,2220,778,-0.43523476114777376
me,under,48,37448,4116,9469,1126,-0.43542360236770045
then,this,196,19128,32912,5091,8915,-0.4356654066779605
just,where,14,6342,7092,1332,1853,-0.43589368886668417
a,once,150,109480,4402,33960,931,-0.43595507487172946
a,than,394,109480,11564,33960,2908,-0.43607730375036774
have,our,114,42174,8686,10116,2714,-0.43610750328387315
here,who,38,7778,15726,1782,4262,-0.43781795677702795
it,yours,22,99208,714,22303,153,-0.43809335928526777
am,for,342,14552,75676,2987,19527,-0.43816827780754164
here,yourselves,2,7778,828,1782,229,-0.43819906859425367
a,had,1490,109480,43836,33960,10317,-0.4384553889245669
had,hers,4,43836,294,10317,63,-0.438774846946347
a,below,18,109480,530,33960,137,-0.43928131939319964
into,this,142,13910,32912,4098,8915,-0.43940778262759156
this,under,42,32912,4116,8915,1126,-0.43983902158128496
at,just,66,33570,6342,9174,1332,-0.4399617404625798
but,was,1376,56250,78924,13944,18715,-0.4401448927462523
m,you,52,2440,68806,532,16398,-0.4408347635046531
or,our,56,20822,8686,6325,2714,-0.44116045678152044
some,very,48,9970,15552,2756,4009,-0.4413583119242557
between,her,38,2882,42622,767,11552,-0.44205837679729065
is,than,252,70450,11564,16435,2908,-0.44216047862659336
having,in,104,2838,118502,728,33580,-0.44242801710953267
about,so,94,9840,30894,2595,7791,-0.44251241776836997
not,re,20,73334,882,17373,201,-0.44251832146242576
how,once,14,10288,4402,2716,931,-0.4427692744805276
and,these,1056,326110,10478,95442,2850,-0.4430586103661702
then,up,114,19128,19288,5091,5023,-0.4432274227007171
before,myself,16,13954,3712,3449,795,-0.44353775826954966
being,more,38,6870,17920,1652,4062,-0.44428484102771926
further,it,24,784,99208,181,22303,-0.4446080427353896
against,out,70,9008,25190,2317,5771,-0.44485441564035905
did,we,88,14214,20076,3121,5134,-0.445205149821693
does,m,2,2658,2440,631,532,-0.44521395236861433
am,yourself,6,14552,1338,2987,291,-0.4459343157017659
most,were,50,5622,28896,1523,6871,-0.447157135894366
by,up,176,29648,19288,8512,5023,-0.4471833177127305
for,is,1640,75676,70450,19527,16435,-0.44770229287881463
before,doing,6,13954,1398,3449,265,-0.44783876168678005
each,they,54,3406,51588,810,13104,-0.4486331156554419
can,myself,12,10524,3712,2327,795,-0.44911197225901417
the,while,674,444994,4932,133583,1222,-0.4493647787887092
him,that,1910,53404,116466,13012,28798,-0.44941601959581956
if,won,10,23076,1412,5245,264,-0.4500045937702845
themselves,were,28,3160,28896,778,6871,-0.4508601743150001
some,these,32,9970,10478,2756,2850,-0.4519119851394483
some,who,48,9970,15726,2756,4262,-0.45248445746748217
only,those,22,11114,6466,2506,1668,-0.45251027301610836
after,off,20,10684,6116,2723,1576,-0.4527127785234198
but,himself,124,56250,7204,13944,1702,-0.45295040327566455
both,then,26,4442,19128,1072,5091,-0.45295089508583336
am,who,70,14552,15726,2987,4262,-0.45333808850295415
a,through,186,109480,5556,33960,1589,-0.45366313786309015
in,theirs,10,118502,276,33580,59,-0.45377976261033154
were,with,542,28896,61360,6871,17599,-0.4539848380405663
and,himself,718,326110,7204,95442,1702,-0.454191111559763
am,you,306,14552,68806,2987,16398,-0.45422379380937505
above,was,56,2322,78924,551,18715,-0.4543520496864806
against,herself,12,9008,4360,2317,971,-0.4544679223250814
being,d,18,6870,8578,1652,2596,-0.4547825988413992
or,such,64,20822,10066,6325,2560,-0.45507993976411293
from,those,62,31428,6466,9076,1668,-0.4559120038882498
and,its,420,326110,4224,95442,1291,-0.45655208766396804
before,off,26,13954,6116,3449,1576,-0.4573674328175644
doing,is,30,1398,70450,265,16435,-0.45753798165255827
a,from,1048,109480,31428,33960,9076,-0.457591740462527
about,no,70,9840,23356,2595,5846,-0.4576038751229735
can,now,62,10524,19350,2327,4677,-0.4580058918808412
only,to,572,11114,169078,2506,48057,-0.4582162356366868
be,with,1134,60720,61360,16115,17599,-0.45831431177050663
should,who,58,12118,15726,2550,4262,-0.45835382696072213
been,some,50,16478,9970,3410,2756,-0.4583732277462488
doing,this,14,1398,32912,265,8915,-0.45861209910512585
but,how,176,56250,10288,13944,2716,-0.4590897157813119
both,both,6,4442,4442,1072,1072,-0.4592393607943436
her,through,72,42622,5556,11552,1589,-0.45937235372852886
at,further,8,33570,784,9174,181,-0.45963442157036793
nor,there,54,6074,29252,1801,6380,-0.45977075987297716
ourselves,this,6,600,32912,138,8915,-0.46004161881905253
from,these,100,31428,10478,9076,2850,-0.4605963492286643
but,her,728,56250,42622,13944,11552,-0.46066505031492355
are,just,56,29080,6342,6854,1332,-0.46068263093640616
do,me,250,21988,37448,4707,9469,-0.460778739651082
off,the,826,6116,444994,1576,133583,-0.46116381913125293
down,she,126,11360,36550,2819,9078,-0.46128719302961974
after,he,324,10684,100006,2723,25857,-0.46202346785643605
off,will,60,6116,32366,1576,7368,-0.4624617087036833
above,other,8,2322,11368,551,2451,-0.4625791427984177
ain,that,6,170,116466,36,28798,-0.4626724520852772
being,between,6,6870,2882,1652,767,-0.46267851291040984
few,herself,4,3028,4360,664,971,-0.4628693459514772
theirs,what,2,276,23940,59,5792,-0.4638382273567352
but,your,292,56250,17160,13944,5121,-0.46442283681820806
now,whom,34,19350,5810,4677,1424,-0.46470194959722466
below,me,6,530,37448,137,9469,-0.4651049401322845
have,won,18,42174,1412,10116,264,-0.46522876224417836
d,up,50,8578,19288,2596,5023,-0.46545041266737436
but,itself,26,56250,1530,13944,378,-0.46576671529954394
them,why,70,42880,5406,10245,1272,-0.46620921809339566
here,will,76,7778,32366,1782,7368,-0.46646388093661795
as,each,60,58358,3406,14528,810,-0.46657996671242974
but,has,112,56250,6598,13944,1653,-0.4668632422614611
by,such,90,29648,10066,8512,2560,-0.4675379055312845
before,out,106,13954,25190,3449,5771,-0.46756370103484346
isn,up,2,344,19288,63,5023,-0.46801145704149
does,me,30,2658,37448,631,9469,-0.46811936332377746
further,in,28,784,118502,181,33580,-0.46816854810861885
s,than,106,30422,11564,9896,2908,-0.4684132601865027
her,nor,78,42622,6074,11552,1801,-0.468468588451641
they,what,372,51588,23940,13104,5792,-0.4687354376543064
having,on,26,2838,30418,728,8596,-0.46882705584544393
d,is,182,8578,70450,2596,16435,-0.4688868396751986
because,me,94,8340,37448,1896,9469,-0.4695112364023508
by,me,334,29648,37448,8512,9469,-0.46999648481687323
here,only,26,7778,11114,1782,2506,-0.47019774918021207
any,where,28,13128,7092,3357,1853,-0.47029971057129966
can,themselves,10,10524,3160,2327,778,-0.470434726402484
couldn,did,2,468,14214,89,3121,-0.47058234744124616
of,this,2392,241756,32912,71267,8915,-0.4706706771527459
it,until,60,99208,2012,22303,510,-0.47079283979922826
did,when,108,14214,25286,3121,6330,-0.4711365495281085
for,the,10118,75676,444994,19527,133583,-0.47124007980980637
few,has,6,3028,6598,664,1653,-0.4716988155227662
so,were,268,30894,28896,7791,6871,-0.47206769068410637
only,ourselves,2,11114,600,2506,138,-0.4730218856117527
before,we,84,13954,20076,3449,5134,-0.4732639757265282
how,ll,10,10288,3242,2716,678,-0.4733729260535649
himself,only,24,7204,11114,1702,2506,-0.4735776457534647
a,more,588,109480,17920,33960,4062,-0.4737218490728444
just,themselves,6,6342,3160,1332,778,-0.474796110188017
these,which,108,10478,34432,2850,8775,-0.4749224577136654
other,those,22,11368,6466,2451,1668,-0.4751070876111402
didn,do,6,912,21988,180,4707,-0.47541146743115337
can,your,54,10524,17160,2327,5121,-0.47604490268642063
above,me,26,2322,37448,551,9469,-0.4760751255697849
myself,why,6,3712,5406,795,1272,-0.47611016896841285
it,what,710,99208,23940,22303,5792,-0.4762938917715489
me,what,268,37448,23940,9469,5792,-0.4763065272646166
only,were,96,11114,28896,2506,6871,-0.4763500590086969
about,same,18,9840,6120,2595,1268,-0.4764355125319265
when,you,520,25286,68806,6330,16398,-0.47650252682430594
too,who,28,5958,15726,1485,4262,-0.47663521613917065
but,yours,12,56250,714,13944,153,-0.476816515579863
if,me,258,23076,37448,5245,9469,-0.4775763389984679
about,each,10,9840,3406,2595,810,-0.4781986279264722
once,she,48,4402,36550,931,9078,-0.4783286485220904
are,them,372,29080,42880,6854,10245,-0.4783518196167516
o,once,8,6096,4402,2220,931,-0.47903966754691446
after,and,1038,10684,326110,2723,95442,-0.47972048510975585
above,be,42,2322,60720,551,16115,-0.4798218858130985
being,to,346,6870,169078,1652,48057,-0.4798749823818395
does,when,20,2658,25286,631,6330,-0.48088203655483147
he,off,182,100006,6116,25857,1576,-0.48092128740535794
he,won,42,100006,1412,25857,264,-0.48135719266227134
off,them,78,6116,42880,1576,10245,-0.48139447454818646
in,nor,214,118502,6074,33580,1801,-0.4817606925454322
both,should,16,4442,12118,1072,2550,-0.48199741067949053
am,than,50,14552,11564,2987,2908,-0.4823917506254864
the,up,2550,444994,19288,133583,5023,-0.48248480792922804
as,was,1368,58358,78924,14528,18715,-0.4827662249479411
an,nor,28,15522,6074,4897,1801,-0.48286070704835277
himself,how,22,7204,10288,1702,2716,-0.48336161183934456
were,you,590,28896,68806,6871,16398,-0.4836610960089653
further,they,12,784,51588,181,13104,-0.48382561905764404
further,you,16,784,68806,181,16398,-0.48414542631978036
with,you,1252,61360,68806,17599,16398,-0.4843410617864243
ma,t,4,1136,11876,237,2256,-0.4845278232107371
hasn,it,2,68,99208,12,22303,-0.48461300945493757
here,or,48,7778,20822,1782,6325,-0.484897834832491
as,you,1190,58358,68806,14528,16398,-0.48496832326740247
under,which,42,4116,34432,1126,8775,-0.4849880518033948
nor,through,10,6074,5556,1801,1589,-0.4851001252516852
me,ve,16,37448,1442,9469,315,-0.48518507728977717
and,s,2938,326110,30422,95442,9896,-0.48570592823421127
about,your,50,9840,17160,2595,5121,-0.4858032902921863
her,was,996,42622,78924,11552,18715,-0.4858981642003658
are,but,484,29080,56250,6854,13944,-0.4865612919648549
but,ve,24,56250,1442,13944,315,-0.48657272283326736
d,where,18,8578,7092,2596,1853,-0.48658587852632035
but,is,1172,56250,70450,13944,16435,-0.48703181519419575
any,that,452,13128,116466,3357,28798,-0.4874540636846043
it,just,186,99208,6342,22303,1332,-0.48745566087934994
did,these,44,14214,10478,3121,2850,-0.48810506982171287
again,did,38,9052,14214,2122,3121,-0.48841644790901034
themselves,up,18,3160,19288,778,5023,-0.48847287256360056
do,wouldn,2,21988,308,4707,58,-0.488483278578813
above,their,18,2322,26252,551,7806,-0.48858876396487916
d,our,22,8578,8686,2596,2714,-0.48866033692991173
for,it,2216,75676,99208,19527,22303,-0.4890101837802598
all,her,720,57250,42622,13725,11552,-0.48933648778817096
m,through,4,2440,5556,532,1589,-0.48937140866154694
by,your,150,29648,17160,8512,5121,-0.49012997072549463
how,your,52,10288,17160,2716,5121,-0.4911050340549995
so,you,626,30894,68806,7791,16398,-0.49129207492821814
here,these,24,7778,10478,1782,2850,-0.49131269935392347
both,off,8,4442,6116,1072,1576,-0.49136087762761976
all,my,570,57250,33814,13725,10511,-0.49145570469074124
but,will,536,56250,32366,13944,7368,-0.49156987418859477
did,during,2,14214,478,3121,119,-0.4917247704403308
being,over,20,6870,9892,1652,2559,-0.4919476485607575
off,were,52,6116,28896,1576,6871,-0.4921572377755981
same,through,10,6120,5556,1268,1589,-0.4926448541909928
it,then,558,99208,19128,22303,5091,-0.49280242911189787
in,up,672,118502,19288,33580,5023,-0.492944143807817
again,it,264,9052,99208,2122,22303,-0.4930447843476851
any,here,30,13128,7778,3357,1782,-0.49363868746365913
further,our,2,784,8686,181,2714,-0.4940081965582095
only,your,56,11114,17160,2506,5121,-0.4942244703004649
down,ourselves,2,11360,600,2819,138,-0.4949147100299912
here,up,44,7778,19288,1782,5023,-0.49538223083326666
down,himself,24,11360,7204,2819,1702,-0.4954704830213019
i,until,70,118642,2012,30265,510,-0.4955340605843955
other,ourselves,2,11368,600,2451,138,-0.4956186870861318
he,here,228,100006,7778,25857,1782,-0.4959732939895857
before,once,18,13954,4402,3449,931,-0.4962428921590954
haven,their,2,260,26252,47,7806,-0.49631044826457543
being,into,28,6870,13910,1652,4098,-0.4963570795487122
my,of,2394,33814,241756,10511,71267,-0.49687249109577747
a,who,504,109480,15726,33960,4262,-0.49727051464070476
a,been,528,109480,16478,33960,3410,-0.49746126340284436
that,you,2344,116466,68806,28798,16398,-0.49806569089691094
against,nor,16,9008,6074,2317,1801,-0.49833117140620864
any,as,224,13128,58358,3357,14528,-0.49848725789662435
all,during,8,57250,478,13725,119,-0.49863095888133796
ll,my,32,3242,33814,678,10511,-0.5001189194633273
each,until,2,3406,2012,810,510,-0.5003097515736251
be,your,304,60720,17160,16115,5121,-0.5006160296347719
here,re,2,7778,882,1782,201,-0.5013779291813953
from,having,26,31428,2838,9076,728,-0.5014917311019641
me,on,332,37448,30418,9469,8596,-0.5016423776483723
from,myself,34,31428,3712,9076,795,-0.5016989881006316
it,over,286,99208,9892,22303,2559,-0.5017426987592319
are,than,98,29080,11564,6854,2908,-0.5017694963699879
about,the,1276,9840,444994,2595,133583,-0.5018205520316552
how,our,26,10288,8686,2716,2714,-0.5033836385669609
further,was,18,784,78924,181,18715,-0.5035568085011884
but,other,186,56250,11368,13944,2451,-0.5036512603318389
at,no,228,33570,23356,9174,5846,-0.5039305954371203
after,they,160,10684,51588,2723,13104,-0.5056520687478592
can,himself,22,10524,7204,2327,1702,-0.5060418062161132
doing,while,2,1398,4932,265,1222,-0.5064291423667202
at,while,48,33570,4932,9174,1222,-0.5069658747586988
ma,nor,2,1136,6074,237,1801,-0.5071725997102712
but,their,428,56250,26252,13944,7806,-0.5072145267684692
i,just,218,118642,6342,30265,1332,-0.5075991715272702
but,more,292,56250,17920,13944,4062,-0.5077591501155245
until,was,46,2012,78924,510,18715,-0.5077627084581073
nor,other,20,6074,11368,1801,2451,-0.5078769490819426
because,yourselves,2,8340,828,1896,229,-0.5079630040672835
by,few,26,29648,3028,8512,664,-0.5079899418552887
isn,we,2,344,20076,63,5134,-0.5080533624209767
after,again,28,10684,9052,2723,2122,-0.5083179898610676
her,who,194,42622,15726,11552,4262,-0.508617288717037
how,or,62,10288,20822,2716,6325,-0.5086433957282248
down,we,66,11360,20076,2819,5134,-0.5087582370922761
been,such,48,16478,10066,3410,2560,-0.5087780446650229
herself,just,8,4360,6342,971,1332,-0.5090140947854958
been,to,806,16478,169078,3410,48057,-0.5090920678522866
him,once,68,53404,4402,13012,931,-0.5092264218496106
am,so,130,14552,30894,2987,7791,-0.5095454812573846
and,will,3052,326110,32366,95442,7368,-0.5095803507691102
ma,she,12,1136,36550,237,9078,-0.5100772941167813
are,yours,6,29080,714,6854,153,-0.5102082350021623
being,out,50,6870,25190,1652,5771,-0.5103776811464498
and,theirs,26,326110,276,95442,59,-0.5105732711131954
ma,o,2,1136,6096,237,2220,-0.510788049213466
had,ours,4,43836,316,10317,65,-0.5109372698772608
about,what,68,9840,23940,2595,5792,-0.5112882003736638
ain,and,16,170,326110,36,95442,-0.5114786381881834
my,up,188,33814,19288,10511,5023,-0.5127055981162292
ourselves,than,2,600,11564,138,2908,-0.5127131097195315
not,there,618,73334,29252,17373,6380,-0.513273343738783
at,but,544,33570,56250,9174,13944,-0.5132791102726728
a,but,1774,109480,56250,33960,13944,-0.513345268502661
ll,up,18,3242,19288,678,5023,-0.5140912664870485
their,them,324,26252,42880,7806,10245,-0.5141936815892266
he,them,1234,100006,42880,25857,10245,-0.5144090023937137
ll,them,40,3242,42880,678,10245,-0.5145059716570722
out,theirs,2,25190,276,5771,59,-0.5147345851746593
each,them,42,3406,42880,810,10245,-0.5150639673929386
are,as,488,29080,58358,6854,14528,-0.515121204703052
below,their,4,530,26252,137,7806,-0.5153588404721082
before,this,132,13954,32912,3449,8915,-0.5155911160860399
didn,it,26,912,99208,180,22303,-0.5157963036558746
any,myself,14,13128,3712,3357,795,-0.5160502858580693
a,have,1326,109480,42174,33960,10116,-0.5164131368019309
over,while,14,9892,4932,2559,1222,-0.5172030520055448
ll,she,34,3242,36550,678,9078,-0.5173005667996021
by,won,12,29648,1412,8512,264,-0.5182845953863701
its,than,14,4224,11564,1291,2908,-0.5184114874954872
further,him,12,784,53404,181,13012,-0.5184221776542504
over,won,4,9892,1412,2559,264,-0.5192284238286822
for,no,506,75676,23356,19527,5846,-0.5195678152795892
but,do,354,56250,21988,13944,4707,-0.5197954821555608
such,through,16,10066,5556,2560,1589,-0.520242564921808
itself,to,74,1530,169078,378,48057,-0.5203522843041156
have,those,78,42174,6466,10116,1668,-0.5204422658135933
from,other,102,31428,11368,9076,2451,-0.5223182911224271
about,his,196,9840,69774,2595,21402,-0.5223920016448805
again,now,50,9052,19350,2122,4677,-0.5224446314955857
but,ll,52,56250,3242,13944,678,-0.5235422361175792
before,was,314,13954,78924,3449,18715,-0.5236480876042103
